row_index	mode	before_n	after_n	dropped_n	dropped_hash	injected_n	injected_hash
0	clean	27	27	0		0	
1	clean	49	49	0		0	
2	clean	32	32	0		0	
3	clean	61	61	0		0	
4	clean	31	31	0		0	
5	clean	30	30	0		0	
6	clean	33	33	0		0	
7	clean	31	31	0		0	
8	clean	24	24	0		0	
9	clean	23	23	0		0	
10	clean	30	30	0		0	
11	clean	22	22	0		0	
12	clean	23	23	0		0	
13	clean	17	17	0		0	
14	clean	22	22	0		0	
15	clean	31	31	0		0	
16	clean	31	31	0		0	
17	clean	21	21	0		0	
18	clean	30	30	0		0	
19	clean	39	39	0		0	
20	clean	27	27	0		0	
21	clean	13	13	0		0	
22	clean	19	19	0		0	
23	clean	20	20	0		0	
24	clean	21	21	0		0	
25	clean	19	19	0		0	
26	clean	26	26	0		0	
27	clean	33	33	0		0	
28	clean	31	31	0		0	
29	clean	26	26	0		0	
30	clean	23	23	0		0	
31	clean	13	13	0		0	
32	clean	26	26	0		0	
33	clean	25	25	0		0	
34	clean	25	25	0		0	
35	clean	27	27	0		0	
36	clean	23	23	0		0	
37	clean	20	20	0		0	
38	clean	20	20	0		0	
39	clean	20	20	0		0	
40	clean	46	46	0		0	
41	clean	26	26	0		0	
42	clean	16	16	0		0	
43	clean	23	23	0		0	
44	clean	26	26	0		0	
45	clean	13	13	0		0	
46	clean	15	15	0		0	
47	clean	23	23	0		0	
48	clean	16	16	0		0	
49	clean	11	11	0		0	
50	clean	26	26	0		0	
51	clean	26	26	0		0	
52	clean	32	32	0		0	
53	clean	66	66	0		0	
54	clean	27	27	0		0	
55	clean	27	27	0		0	
56	clean	23	23	0		0	
57	clean	106	106	0		0	
58	clean	19	19	0		0	
59	clean	19	19	0		0	
60	clean	14	14	0		0	
61	clean	22	22	0		0	
62	clean	52	52	0		0	
63	clean	7	7	0		0	
64	clean	32	32	0		0	
65	clean	46	46	0		0	
66	clean	9	9	0		0	
67	clean	28	28	0		0	
68	clean	30	30	0		0	
69	clean	7	7	0		0	
70	clean	10	10	0		0	
71	clean	46	46	0		0	
72	clean	14	14	0		0	
73	clean	37	37	0		0	
74	clean	8	8	0		0	
75	clean	59	59	0		0	
76	clean	24	24	0		0	
77	clean	15	15	0		0	
78	clean	8	8	0		0	
79	clean	16	16	0		0	
80	clean	40	40	0		0	
81	clean	16	16	0		0	
82	clean	11	11	0		0	
83	clean	8	8	0		0	
84	clean	8	8	0		0	
85	clean	21	21	0		0	
86	clean	16	16	0		0	
87	clean	11	11	0		0	
88	clean	16	16	0		0	
89	clean	18	18	0		0	
90	clean	19	19	0		0	
91	clean	15	15	0		0	
92	clean	8	8	0		0	
93	clean	42	42	0		0	
94	clean	8	8	0		0	
95	clean	7	7	0		0	
96	clean	15	15	0		0	
97	clean	24	24	0		0	
98	clean	64	64	0		0	
99	clean	7	7	0		0	
100	clean	12	12	0		0	
101	clean	17	17	0		0	
102	clean	21	21	0		0	
103	clean	10	10	0		0	
104	clean	29	29	0		0	
105	clean	14	14	0		0	
106	clean	24	24	0		0	
107	clean	25	25	0		0	
108	clean	9	9	0		0	
109	clean	28	28	0		0	
110	clean	12	12	0		0	
111	clean	26	26	0		0	
112	clean	11	11	0		0	
113	clean	26	26	0		0	
114	clean	62	62	0		0	
115	clean	13	13	0		0	
116	clean	9	9	0		0	
117	clean	16	16	0		0	
118	clean	38	38	0		0	
119	clean	33	33	0		0	
120	clean	32	32	0		0	
121	clean	14	14	0		0	
122	clean	23	23	0		0	
123	clean	85	85	0		0	
124	clean	89	89	0		0	
125	clean	23	23	0		0	
126	clean	8	8	0		0	
127	clean	24	24	0		0	
128	clean	7	7	0		0	
129	clean	7	7	0		0	
130	clean	13	13	0		0	
131	clean	10	10	0		0	
132	clean	8	8	0		0	
133	clean	13	13	0		0	
134	clean	12	12	0		0	
135	clean	6	6	0		0	
136	clean	5	5	0		0	
137	clean	23	23	0		0	
138	clean	13	13	0		0	
139	clean	13	13	0		0	
140	clean	29	29	0		0	
141	clean	33	33	0		0	
142	clean	9	9	0		0	
143	clean	23	23	0		0	
144	clean	10	10	0		0	
145	clean	12	12	0		0	
146	clean	6	6	0		0	
147	clean	6	6	0		0	
148	clean	10	10	0		0	
149	clean	9	9	0		0	
150	clean	4	4	0		0	
151	clean	14	14	0		0	
152	clean	9	9	0		0	
153	clean	9	9	0		0	
154	clean	10	10	0		0	
155	clean	6	6	0		0	
156	clean	11	11	0		0	
157	clean	11	11	0		0	
158	clean	32	32	0		0	
159	clean	12	12	0		0	
160	clean	14	14	0		0	
161	clean	26	26	0		0	
162	clean	11	11	0		0	
163	clean	18	18	0		0	
164	clean	22	22	0		0	
165	clean	62	62	0		0	
166	clean	9	9	0		0	
167	clean	32	32	0		0	
168	clean	69	69	0		0	
169	clean	11	11	0		0	
170	clean	18	18	0		0	
171	clean	10	10	0		0	
172	clean	4	4	0		0	
173	clean	6	6	0		0	
174	clean	11	11	0		0	
175	clean	11	11	0		0	
176	clean	5	5	0		0	
177	clean	5	5	0		0	
178	clean	14	14	0		0	
179	clean	4	4	0		0	
180	clean	6	6	0		0	
181	clean	7	7	0		0	
182	clean	12	12	0		0	
183	clean	6	6	0		0	
184	clean	17	17	0		0	
185	clean	21	21	0		0	
186	clean	18	18	0		0	
187	clean	24	24	0		0	
188	clean	20	20	0		0	
189	clean	10	10	0		0	
190	clean	19	19	0		0	
191	clean	19	19	0		0	
192	clean	21	21	0		0	
193	clean	16	16	0		0	
194	clean	47	47	0		0	
195	clean	75	75	0		0	
196	clean	7	7	0		0	
197	clean	5	5	0		0	
198	clean	9	9	0		0	
199	clean	9	9	0		0	
200	clean	26	26	0		0	
201	clean	26	26	0		0	
202	clean	42	42	0		0	
203	clean	19	19	0		0	
204	clean	15	15	0		0	
205	clean	14	14	0		0	
206	clean	46	46	0		0	
207	clean	18	18	0		0	
208	clean	6	6	0		0	
209	clean	11	11	0		0	
210	clean	6	6	0		0	
211	clean	6	6	0		0	
212	clean	7	7	0		0	
213	clean	16	16	0		0	
214	clean	9	9	0		0	
215	clean	14	14	0		0	
216	clean	11	11	0		0	
217	clean	10	10	0		0	
218	clean	5	5	0		0	
219	clean	7	7	0		0	
220	clean	9	9	0		0	
221	clean	8	8	0		0	
222	clean	19	19	0		0	
223	clean	10	10	0		0	
224	clean	7	7	0		0	
225	clean	13	13	0		0	
226	clean	20	20	0		0	
227	clean	24	24	0		0	
228	clean	29	29	0		0	
229	clean	19	19	0		0	
230	clean	22	22	0		0	
231	clean	19	19	0		0	
232	clean	32	32	0		0	
233	clean	9	9	0		0	
234	clean	7	7	0		0	
235	clean	10	10	0		0	
236	clean	9	9	0		0	
237	clean	6	6	0		0	
238	clean	7	7	0		0	
239	clean	37	37	0		0	
240	clean	8	8	0		0	
241	clean	43	43	0		0	
242	clean	13	13	0		0	
243	clean	20	20	0		0	
244	clean	13	13	0		0	
245	clean	17	17	0		0	
246	clean	27	27	0		0	
247	clean	22	22	0		0	
248	clean	45	45	0		0	
249	clean	5	5	0		0	
250	clean	23	23	0		0	
251	clean	4	4	0		0	
252	clean	33	33	0		0	
253	clean	14	14	0		0	
254	clean	8	8	0		0	
255	clean	21	21	0		0	
256	clean	13	13	0		0	
257	clean	40	40	0		0	
258	clean	10	10	0		0	
259	clean	9	9	0		0	
260	clean	6	6	0		0	
261	clean	7	7	0		0	
262	clean	17	17	0		0	
263	clean	8	8	0		0	
264	clean	12	12	0		0	
265	clean	11	11	0		0	
266	clean	24	24	0		0	
267	clean	20	20	0		0	
268	clean	26	26	0		0	
269	clean	4	4	0		0	
270	clean	25	25	0		0	
271	clean	8	8	0		0	
272	clean	8	8	0		0	
273	clean	5	5	0		0	
274	clean	9	9	0		0	
275	clean	23	23	0		0	
276	clean	11	11	0		0	
277	clean	13	13	0		0	
278	clean	25	25	0		0	
279	clean	5	5	0		0	
280	clean	6	6	0		0	
281	clean	7	7	0		0	
282	clean	9	9	0		0	
283	clean	8	8	0		0	
284	clean	7	7	0		0	
285	clean	17	17	0		0	
286	clean	18	18	0		0	
287	clean	17	17	0		0	
288	clean	4	4	0		0	
289	clean	15	15	0		0	
290	clean	20	20	0		0	
291	clean	19	19	0		0	
292	clean	6	6	0		0	
293	clean	21	21	0		0	
294	clean	11	11	0		0	
295	clean	5	5	0		0	
296	clean	15	15	0		0	
297	clean	23	23	0		0	
298	clean	5	5	0		0	
299	clean	8	8	0		0	
300	clean	5	5	0		0	
301	clean	13	13	0		0	
302	clean	12	12	0		0	
303	clean	11	11	0		0	
304	clean	8	8	0		0	
305	clean	16	16	0		0	
306	clean	8	8	0		0	
307	clean	23	23	0		0	
308	clean	29	29	0		0	
309	clean	18	18	0		0	
310	clean	11	11	0		0	
311	clean	24	24	0		0	
312	clean	15	15	0		0	
313	clean	7	7	0		0	
314	clean	10	10	0		0	
315	clean	10	10	0		0	
316	clean	13	13	0		0	
317	clean	8	8	0		0	
318	clean	9	9	0		0	
319	clean	12	12	0		0	
320	clean	13	13	0		0	
321	clean	4	4	0		0	
322	clean	9	9	0		0	
323	clean	15	15	0		0	
324	clean	12	12	0		0	
325	clean	4	4	0		0	
326	clean	14	14	0		0	
327	clean	12	12	0		0	
328	clean	17	17	0		0	
329	clean	13	13	0		0	
330	clean	21	21	0		0	
331	clean	18	18	0		0	
332	clean	16	16	0		0	
333	clean	29	29	0		0	
334	clean	38	38	0		0	
335	clean	20	20	0		0	
336	clean	22	22	0		0	
337	clean	18	18	0		0	
338	clean	47	47	0		0	
339	clean	91	91	0		0	
340	clean	6	6	0		0	
341	clean	12	12	0		0	
342	clean	7	7	0		0	
343	clean	7	7	0		0	
344	clean	28	28	0		0	
345	clean	37	37	0		0	
346	clean	87	87	0		0	
347	clean	14	14	0		0	
348	clean	13	13	0		0	
349	clean	16	16	0		0	
350	clean	18	18	0		0	
351	clean	15	15	0		0	
352	clean	7	7	0		0	
353	clean	6	6	0		0	
354	clean	10	10	0		0	
355	clean	13	13	0		0	
356	clean	13	13	0		0	
357	clean	11	11	0		0	
358	clean	16	16	0		0	
359	clean	7	7	0		0	
360	clean	23	23	0		0	
361	clean	30	30	0		0	
362	clean	10	10	0		0	
363	clean	4	4	0		0	
364	clean	6	6	0		0	
365	clean	9	9	0		0	
366	clean	8	8	0		0	
367	clean	15	15	0		0	
368	clean	7	7	0		0	
369	clean	14	14	0		0	
370	clean	49	49	0		0	
371	clean	16	16	0		0	
372	clean	10	10	0		0	
373	clean	15	15	0		0	
374	clean	27	27	0		0	
375	clean	18	18	0		0	
376	clean	5	5	0		0	
377	clean	9	9	0		0	
378	clean	8	8	0		0	
379	clean	9	9	0		0	
380	clean	20	20	0		0	
381	clean	7	7	0		0	
382	clean	14	14	0		0	
383	clean	11	11	0		0	
384	clean	6	6	0		0	
385	clean	14	14	0		0	
386	clean	6	6	0		0	
387	clean	12	12	0		0	
388	clean	6	6	0		0	
389	clean	6	6	0		0	
390	clean	18	18	0		0	
391	clean	5	5	0		0	
392	clean	16	16	0		0	
393	clean	17	17	0		0	
394	clean	16	16	0		0	
395	clean	19	19	0		0	
396	clean	20	20	0		0	
397	clean	5	5	0		0	
398	clean	5	5	0		0	
399	clean	10	10	0		0	
400	clean	6	6	0		0	
401	clean	8	8	0		0	
402	clean	11	11	0		0	
403	clean	6	6	0		0	
404	clean	10	10	0		0	
405	clean	12	12	0		0	
406	clean	6	6	0		0	
407	clean	9	9	0		0	
408	clean	10	10	0		0	
409	clean	16	16	0		0	
410	clean	12	12	0		0	
411	clean	22	22	0		0	
412	clean	31	31	0		0	
413	clean	85	85	0		0	
414	clean	9	9	0		0	
415	clean	6	6	0		0	
416	clean	7	7	0		0	
417	clean	26	26	0		0	
418	clean	14	14	0		0	
419	clean	17	17	0		0	
420	clean	30	30	0		0	
421	clean	18	18	0		0	
422	clean	14	14	0		0	
423	clean	12	12	0		0	
424	clean	7	7	0		0	
425	clean	17	17	0		0	
426	clean	17	17	0		0	
427	clean	31	31	0		0	
428	clean	25	25	0		0	
429	clean	8	8	0		0	
430	clean	24	24	0		0	
431	clean	9	9	0		0	
432	clean	4	4	0		0	
433	clean	6	6	0		0	
434	clean	8	8	0		0	
435	clean	7	7	0		0	
436	clean	10	10	0		0	
437	clean	8	8	0		0	
438	clean	6	6	0		0	
439	clean	9	9	0		0	
440	clean	8	8	0		0	
441	clean	8	8	0		0	
442	clean	12	12	0		0	
443	clean	19	19	0		0	
444	clean	20	20	0		0	
445	clean	25	25	0		0	
446	clean	15	15	0		0	
447	clean	27	27	0		0	
448	clean	8	8	0		0	
449	clean	6	6	0		0	
450	clean	8	8	0		0	
451	clean	7	7	0		0	
452	clean	5	5	0		0	
453	clean	7	7	0		0	
454	clean	10	10	0		0	
455	clean	6	6	0		0	
456	clean	10	10	0		0	
457	clean	8	8	0		0	
458	clean	26	26	0		0	
459	clean	18	18	0		0	
460	clean	20	20	0		0	
461	clean	14	14	0		0	
462	clean	6	6	0		0	
463	clean	19	19	0		0	
464	clean	14	14	0		0	
465	clean	11	11	0		0	
466	clean	22	22	0		0	
467	clean	39	39	0		0	
468	clean	7	7	0		0	
469	clean	45	45	0		0	
470	clean	21	21	0		0	
471	clean	7	7	0		0	
472	clean	7	7	0		0	
473	clean	9	9	0		0	
474	clean	10	10	0		0	
475	clean	15	15	0		0	
476	clean	31	31	0		0	
477	clean	15	15	0		0	
478	clean	5	5	0		0	
479	clean	5	5	0		0	
480	clean	11	11	0		0	
481	clean	9	9	0		0	
482	clean	7	7	0		0	
483	clean	8	8	0		0	
484	clean	9	9	0		0	
485	clean	6	6	0		0	
486	clean	11	11	0		0	
487	clean	4	4	0		0	
488	clean	7	7	0		0	
489	clean	15	15	0		0	
490	clean	5	5	0		0	
491	clean	3	3	0		0	
492	clean	21	21	0		0	
493	clean	9	9	0		0	
494	clean	69	69	0		0	
495	clean	2	2	0		0	
496	clean	2	2	0		0	
497	clean	10	10	0		0	
498	clean	11	11	0		0	
499	clean	6	6	0		0	
500	clean	21	21	0		0	
501	clean	9	9	0		0	
502	clean	4	4	0		0	
503	clean	5	5	0		0	
504	clean	19	19	0		0	
505	clean	6	6	0		0	
506	clean	11	11	0		0	
507	clean	35	35	0		0	
508	clean	7	7	0		0	
509	clean	25	25	0		0	
510	clean	10	10	0		0	
511	clean	10	10	0		0	
512	clean	12	12	0		0	
513	clean	12	12	0		0	
514	clean	12	12	0		0	
515	clean	4	4	0		0	
516	clean	7	7	0		0	
517	clean	6	6	0		0	
518	clean	6	6	0		0	
519	clean	8	8	0		0	
520	clean	5	5	0		0	
521	clean	15	15	0		0	
522	clean	7	7	0		0	
523	clean	9	9	0		0	
524	clean	12	12	0		0	
525	clean	4	4	0		0	
526	clean	59	59	0		0	
527	clean	43	43	0		0	
528	clean	5	5	0		0	
529	clean	6	6	0		0	
530	clean	8	8	0		0	
531	clean	5	5	0		0	
532	clean	8	8	0		0	
533	clean	8	8	0		0	
534	clean	6	6	0		0	
535	clean	17	17	0		0	
536	clean	2	2	0		0	
537	clean	9	9	0		0	
538	clean	8	8	0		0	
539	clean	3	3	0		0	
540	clean	11	11	0		0	
541	clean	56	56	0		0	
542	clean	43	43	0		0	
543	clean	3	3	0		0	
544	clean	7	7	0		0	
545	clean	13	13	0		0	
546	clean	4	4	0		0	
547	clean	7	7	0		0	
548	clean	4	4	0		0	
549	clean	10	10	0		0	
550	clean	8	8	0		0	
551	clean	4	4	0		0	
552	clean	6	6	0		0	
553	clean	17	17	0		0	
554	clean	8	8	0		0	
555	clean	7	7	0		0	
556	clean	10	10	0		0	
557	clean	13	13	0		0	
558	clean	7	7	0		0	
559	clean	11	11	0		0	
560	clean	15	15	0		0	
561	clean	12	12	0		0	
562	clean	16	16	0		0	
563	clean	4	4	0		0	
564	clean	6	6	0		0	
565	clean	22	22	0		0	
566	clean	64	64	0		0	
567	clean	11	11	0		0	
568	clean	8	8	0		0	
569	clean	13	13	0		0	
570	clean	11	11	0		0	
571	clean	18	18	0		0	
572	clean	4	4	0		0	
573	clean	12	12	0		0	
574	clean	9	9	0		0	
575	clean	6	6	0		0	
576	clean	8	8	0		0	
577	clean	7	7	0		0	
578	clean	9	9	0		0	
579	clean	24	24	0		0	
580	clean	6	6	0		0	
581	clean	13	13	0		0	
582	clean	6	6	0		0	
583	clean	9	9	0		0	
584	clean	6	6	0		0	
585	clean	17	17	0		0	
586	clean	10	10	0		0	
587	clean	18	18	0		0	
588	clean	23	23	0		0	
589	clean	13	13	0		0	
590	clean	44	44	0		0	
591	clean	6	6	0		0	
592	clean	25	25	0		0	
593	clean	28	28	0		0	
594	clean	27	27	0		0	
595	clean	16	16	0		0	
596	clean	4	4	0		0	
597	clean	14	14	0		0	
598	clean	5	5	0		0	
599	clean	8	8	0		0	
600	clean	9	9	0		0	
601	clean	6	6	0		0	
602	clean	14	14	0		0	
603	clean	7	7	0		0	
604	clean	10	10	0		0	
605	clean	7	7	0		0	
606	clean	8	8	0		0	
607	clean	14	14	0		0	
608	clean	7	7	0		0	
609	clean	9	9	0		0	
610	clean	18	18	0		0	
611	clean	6	6	0		0	
612	clean	7	7	0		0	
613	clean	5	5	0		0	
614	clean	5	5	0		0	
615	clean	5	5	0		0	
616	clean	8	8	0		0	
617	clean	6	6	0		0	
618	clean	21	21	0		0	
619	clean	5	5	0		0	
620	clean	7	7	0		0	
621	clean	30	30	0		0	
622	clean	90	90	0		0	
623	clean	32	32	0		0	
624	clean	21	21	0		0	
625	clean	4	4	0		0	
626	clean	28	28	0		0	
627	clean	8	8	0		0	
628	clean	15	15	0		0	
629	clean	7	7	0		0	
630	clean	17	17	0		0	
631	clean	5	5	0		0	
632	clean	5	5	0		0	
633	clean	6	6	0		0	
634	clean	4	4	0		0	
635	clean	7	7	0		0	
636	clean	5	5	0		0	
637	clean	13	13	0		0	
638	clean	9	9	0		0	
639	clean	9	9	0		0	
640	clean	8	8	0		0	
641	clean	5	5	0		0	
642	clean	5	5	0		0	
643	clean	4	4	0		0	
644	clean	6	6	0		0	
645	clean	5	5	0		0	
646	clean	7	7	0		0	
647	clean	8	8	0		0	
648	clean	7	7	0		0	
649	clean	9	9	0		0	
650	clean	6	6	0		0	
651	clean	7	7	0		0	
652	clean	3	3	0		0	
653	clean	6	6	0		0	
654	clean	6	6	0		0	
655	clean	9	9	0		0	
656	clean	2	2	0		0	
657	clean	10	10	0		0	
658	clean	22	22	0		0	
659	clean	13	13	0		0	
660	clean	12	12	0		0	
661	clean	19	19	0		0	
662	clean	6	6	0		0	
663	clean	9	9	0		0	
664	clean	5	5	0		0	
665	clean	14	14	0		0	
666	clean	6	6	0		0	
667	clean	9	9	0		0	
668	clean	2	2	0		0	
669	clean	6	6	0		0	
670	clean	3	3	0		0	
671	clean	11	11	0		0	
672	clean	7	7	0		0	
673	clean	5	5	0		0	
674	clean	4	4	0		0	
675	clean	4	4	0		0	
676	clean	4	4	0		0	
677	clean	5	5	0		0	
678	clean	11	11	0		0	
679	clean	6	6	0		0	
680	clean	6	6	0		0	
681	clean	19	19	0		0	
682	clean	16	16	0		0	
683	clean	39	39	0		0	
684	clean	31	31	0		0	
685	clean	20	20	0		0	
686	clean	7	7	0		0	
687	clean	8	8	0		0	
688	clean	13	13	0		0	
689	clean	14	14	0		0	
690	clean	7	7	0		0	
691	clean	12	12	0		0	
692	clean	7	7	0		0	
693	clean	7	7	0		0	
694	clean	15	15	0		0	
695	clean	4	4	0		0	
696	clean	4	4	0		0	
697	clean	5	5	0		0	
698	clean	7	7	0		0	
699	clean	11	11	0		0	
700	clean	5	5	0		0	
701	clean	9	9	0		0	
702	clean	13	13	0		0	
703	clean	4	4	0		0	
704	clean	9	9	0		0	
705	clean	10	10	0		0	
706	clean	4	4	0		0	
707	clean	6	6	0		0	
708	clean	5	5	0		0	
709	clean	8	8	0		0	
710	clean	3	3	0		0	
711	clean	10	10	0		0	
712	clean	3	3	0		0	
713	clean	8	8	0		0	
714	clean	10	10	0		0	
715	clean	10	10	0		0	
716	clean	18	18	0		0	
717	clean	37	37	0		0	
718	clean	26	26	0		0	
719	clean	5	5	0		0	
720	clean	63	63	0		0	
721	clean	33	33	0		0	
722	clean	18	18	0		0	
723	clean	9	9	0		0	
724	clean	9	9	0		0	
725	clean	5	5	0		0	
726	clean	3	3	0		0	
727	clean	6	6	0		0	
728	clean	7	7	0		0	
729	clean	5	5	0		0	
730	clean	16	16	0		0	
731	clean	4	4	0		0	
732	clean	6	6	0		0	
733	clean	31	31	0		0	
734	clean	6	6	0		0	
735	clean	6	6	0		0	
736	clean	20	20	0		0	
737	clean	39	39	0		0	
738	clean	20	20	0		0	
739	clean	6	6	0		0	
740	clean	4	4	0		0	
741	clean	4	4	0		0	
742	clean	33	33	0		0	
743	clean	61	61	0		0	
744	clean	13	13	0		0	
745	clean	4	4	0		0	
746	clean	5	5	0		0	
747	clean	5	5	0		0	
748	clean	5	5	0		0	
749	clean	6	6	0		0	
750	clean	4	4	0		0	
751	clean	5	5	0		0	
752	clean	4	4	0		0	
753	clean	16	16	0		0	
754	clean	9	9	0		0	
755	clean	8	8	0		0	
756	clean	7	7	0		0	
757	clean	5	5	0		0	
758	clean	3	3	0		0	
759	clean	3	3	0		0	
760	clean	3	3	0		0	
761	clean	6	6	0		0	
762	clean	10	10	0		0	
763	clean	46	46	0		0	
764	clean	15	15	0		0	
765	clean	9	9	0		0	
766	clean	8	8	0		0	
767	clean	15	15	0		0	
768	clean	6	6	0		0	
769	clean	4	4	0		0	
770	clean	6	6	0		0	
771	clean	3	3	0		0	
772	clean	4	4	0		0	
773	clean	3	3	0		0	
774	clean	7	7	0		0	
775	clean	76	76	0		0	
776	clean	70	70	0		0	
777	clean	24	24	0		0	
778	clean	14	14	0		0	
779	clean	23	23	0		0	
780	clean	14	14	0		0	
781	clean	33	33	0		0	
782	clean	16	16	0		0	
783	clean	12	12	0		0	
784	clean	22	22	0		0	
785	clean	9	9	0		0	
786	clean	6	6	0		0	
787	clean	10	10	0		0	
788	clean	11	11	0		0	
789	clean	11	11	0		0	
790	clean	14	14	0		0	
791	clean	13	13	0		0	
792	clean	5	5	0		0	
793	clean	6	6	0		0	
794	clean	10	10	0		0	
795	clean	6	6	0		0	
796	clean	4	4	0		0	
797	clean	3	3	0		0	
798	clean	2	2	0		0	
799	clean	4	4	0		0	
800	clean	10	10	0		0	
801	clean	2	2	0		0	
802	clean	4	4	0		0	
803	clean	5	5	0		0	
804	clean	3	3	0		0	
805	clean	6	6	0		0	
806	clean	4	4	0		0	
807	clean	7	7	0		0	
808	clean	4	4	0		0	
809	clean	15	15	0		0	
810	clean	7	7	0		0	
811	clean	3	3	0		0	
812	clean	21	21	0		0	
813	clean	34	34	0		0	
814	clean	18	18	0		0	
815	clean	11	11	0		0	
816	clean	10	10	0		0	
817	clean	9	9	0		0	
818	clean	12	12	0		0	
819	clean	14	14	0		0	
820	clean	8	8	0		0	
821	clean	11	11	0		0	
822	clean	4	4	0		0	
823	clean	2	2	0		0	
824	clean	9	9	0		0	
825	clean	4	4	0		0	
826	clean	5	5	0		0	
827	clean	58	58	0		0	
828	clean	24	24	0		0	
829	clean	15	15	0		0	
830	clean	19	19	0		0	
831	clean	21	21	0		0	
832	clean	11	11	0		0	
833	clean	5	5	0		0	
834	clean	5	5	0		0	
835	clean	7	7	0		0	
836	clean	11	11	0		0	
837	clean	13	13	0		0	
838	clean	4	4	0		0	
839	clean	6	6	0		0	
840	clean	9	9	0		0	
841	clean	8	8	0		0	
842	clean	8	8	0		0	
843	clean	7	7	0		0	
844	clean	7	7	0		0	
845	clean	6	6	0		0	
846	clean	3	3	0		0	
847	clean	6	6	0		0	
848	clean	4	4	0		0	
849	clean	3	3	0		0	
850	clean	5	5	0		0	
851	clean	1	1	0		0	
852	clean	2	2	0		0	
853	clean	6	6	0		0	
854	clean	9	9	0		0	
855	clean	63	63	0		0	
856	clean	11	11	0		0	
857	clean	8	8	0		0	
858	clean	12	12	0		0	
859	clean	20	20	0		0	
860	clean	6	6	0		0	
861	clean	20	20	0		0	
862	clean	7	7	0		0	
863	clean	5	5	0		0	
864	clean	9	9	0		0	
865	clean	80	80	0		0	
866	clean	21	21	0		0	
867	clean	13	13	0		0	
868	clean	19	19	0		0	
869	clean	5	5	0		0	
870	clean	10	10	0		0	
871	clean	7	7	0		0	
872	clean	11	11	0		0	
873	clean	8	8	0		0	
874	clean	6	6	0		0	
875	clean	6	6	0		0	
876	clean	4	4	0		0	
877	clean	8	8	0		0	
878	clean	69	69	0		0	
879	clean	16	16	0		0	
880	clean	7	7	0		0	
881	clean	4	4	0		0	
882	clean	3	3	0		0	
883	clean	53	53	0		0	
884	clean	5	5	0		0	
885	clean	9	9	0		0	
886	clean	7	7	0		0	
887	clean	23	23	0		0	
888	clean	18	18	0		0	
889	clean	13	13	0		0	
890	clean	15	15	0		0	
891	clean	7	7	0		0	
892	clean	10	10	0		0	
893	clean	11	11	0		0	
894	clean	13	13	0		0	
895	clean	5	5	0		0	
896	clean	7	7	0		0	
897	clean	3	3	0		0	
898	clean	5	5	0		0	
899	clean	9	9	0		0	
900	clean	6	6	0		0	
901	clean	3	3	0		0	
902	clean	3	3	0		0	
903	clean	1	1	0		0	
904	clean	14	14	0		0	
905	clean	8	8	0		0	
906	clean	9	9	0		0	
907	clean	8	8	0		0	
908	clean	9	9	0		0	
909	clean	6	6	0		0	
910	clean	3	3	0		0	
911	clean	5	5	0		0	
912	clean	30	30	0		0	
913	clean	9	9	0		0	
914	clean	12	12	0		0	
915	clean	12	12	0		0	
916	clean	8	8	0		0	
917	clean	14	14	0		0	
918	clean	7	7	0		0	
919	clean	8	8	0		0	
920	clean	10	10	0		0	
921	clean	2	2	0		0	
922	clean	3	3	0		0	
923	clean	2	2	0		0	
924	clean	13	13	0		0	
925	clean	8	8	0		0	
926	clean	18	18	0		0	
927	clean	15	15	0		0	
928	clean	10	10	0		0	
929	clean	13	13	0		0	
930	clean	18	18	0		0	
931	clean	6	6	0		0	
932	clean	2	2	0		0	
933	clean	7	7	0		0	
934	clean	7	7	0		0	
935	clean	2	2	0		0	
936	clean	9	9	0		0	
937	clean	7	7	0		0	
938	clean	6	6	0		0	
939	clean	14	14	0		0	
940	clean	6	6	0		0	
941	clean	4	4	0		0	
942	clean	7	7	0		0	
943	clean	7	7	0		0	
944	clean	3	3	0		0	
945	clean	1	1	0		0	
946	clean	4	4	0		0	
947	clean	10	10	0		0	
948	clean	26	26	0		0	
949	clean	12	12	0		0	
950	clean	11	11	0		0	
951	clean	10	10	0		0	
952	clean	1	1	0		0	
953	clean	6	6	0		0	
954	clean	10	10	0		0	
955	clean	9	9	0		0	
956	clean	7	7	0		0	
957	clean	8	8	0		0	
958	clean	7	7	0		0	
959	clean	4	4	0		0	
960	clean	3	3	0		0	
961	clean	4	4	0		0	
962	clean	10	10	0		0	
963	clean	7	7	0		0	
964	clean	11	11	0		0	
965	clean	18	18	0		0	
966	clean	24	24	0		0	
967	clean	12	12	0		0	
968	clean	13	13	0		0	
969	clean	8	8	0		0	
970	clean	3	3	0		0	
971	clean	3	3	0		0	
972	clean	12	12	0		0	
973	clean	15	15	0		0	
974	clean	9	9	0		0	
975	clean	2	2	0		0	
976	clean	6	6	0		0	
977	clean	7	7	0		0	
978	clean	9	9	0		0	
979	clean	3	3	0		0	
980	clean	7	7	0		0	
981	clean	24	24	0		0	
982	clean	5	5	0		0	
983	clean	4	4	0		0	
